Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
          0.1, -0.00289143947884, -1.53747994281e-16, 0.99981957674, -9.33045500806e-15, -0.0096546811983, 8.89445326879e-15, 188.470123291, 188.470123291, 188.456665039, 188.456665039, 12.2397556305, 12.2397556305, 12.2397556305, 12.2397556305,          -0.5,          -0.5,          -0.5,          -0.5, -0.000240372944972, 0.000240372944972, 8.32793331146, -2.14202879778e-16, -0.00608290405944, -4.1332087039e-16, -0.0442804507911, 3.76996312433e-16
        0.105, -0.00285656540655, -2.48836707033e-16, 0.999803006649, -9.29209373291e-15, -0.0106444247067, 9.18628915341e-15, 188.466690063, 188.466690063,    188.453125,    188.453125, 12.2816905975, 12.2816905975, 12.2816905975, 12.2816905975,          -0.5,          -0.5,          -0.5,          -0.5, -0.000226648946409, 0.000226648946409, 8.32775402069, -2.25265977103e-16, -0.00609954725951, -4.60059433735e-16, -0.0443312935531, 4.2226106492e-16
         0.11, -0.00283057894558, -8.50611727631e-17, 0.999789893627, -9.27035039716e-15, -0.0114194313064, 9.49315987284e-15, 188.463104248, 188.463104248, 188.449447632, 188.449447632, 12.3080968857, 12.3080968857, 12.3080968857, 12.3080968857,          -0.5,          -0.5,          -0.5,          -0.5, -0.000211499529541, 0.000211499529541, 8.32757663727, -2.35149104592e-16, -0.00611755857244, -5.06500556167e-16, -0.0443865470588, 4.68742791994e-16
        0.115, -0.00281212688424, 1.31492097713e-16, 0.999779939651, -9.43540154319e-15, -0.0119796069339, 9.80638842157e-15, 188.459365845, 188.459365845, 188.445617676, 188.445617676, 12.3216876984, 12.3216876984, 12.3216876984, 12.3216876984,          -0.5,          -0.5,          -0.5,          -0.5, -0.00019504656666, 0.00019504656666, 8.32740020752, -2.43727457235e-16, -0.00613661948591, -5.53454715868e-16, -0.0444451384246, 5.16974383258e-16
         0.12, -0.00280003552325, 1.10519542086e-16, 0.999772965908, -9.83534847803e-15, -0.0123303942382, 1.00179188065e-14, 188.455490112, 188.455490112, 188.441680908, 188.441680908, 12.3248300552, 12.3248300552, 12.3248300552, 12.3248300552,          -0.5,          -0.5,          -0.5,          -0.5, -0.000177431080374, 0.000177431080374, 8.32722473145, -2.50689432786e-16, -0.00615642406046, -6.01505518537e-16, -0.0445060022175, 5.66918357504e-16
        0.125, -0.00279328250326, -2.07589683278e-16, 0.999768853188, -1.03252926635e-14, -0.0124820973724, 1.00278689025e-14, 188.451507568, 188.451507568,  188.43762207,  188.43762207, 12.3195772171, 12.3195772171, 12.3195772171, 12.3195772171,          -0.5,          -0.5,          -0.5,          -0.5, -0.000158810740686, 0.000158810740686, 8.32704925537, -2.6005793482e-16, -0.00617668079212, -6.52041674692e-16, -0.044568117708, 6.1715291699e-16
         0.13, -0.00279097654857, -4.92059471597e-17, 0.999767422676, -1.05419653855e-14, -0.0124490978196, 1.00296891764e-14, 188.447418213, 188.447418213, 188.433486938, 188.433486938, 12.3077087402, 12.3077087402, 12.3077087402, 12.3077087402,          -0.5,          -0.5,          -0.5,          -0.5, -0.000139356168802, 0.000139356168802, 8.32687473297, -2.69503569792e-16, -0.00619711447507, -7.04216469023e-16, -0.044630523771, 6.67165818542e-16
        0.135, -0.002792338375, -5.95009129865e-18, 0.999768555164, -1.0606997187e-14, -0.0122490227222, 9.92061674373e-15, 188.443237305, 188.443237305, 188.429260254, 188.429260254, 12.2907581329, 12.2907581329, 12.2907581329, 12.2907581329,          -0.5,          -0.5,          -0.5,          -0.5, -0.000119246644317, 0.000119246644317,  8.3266992569, -2.79719343001e-16, -0.00621746946126, -7.5728170674e-16, -0.044692337513, 7.1725733534e-16
         0.14, -0.00279668509029, 1.75053016956e-16, 0.999771952629, -1.02789481028e-14, -0.0119019187987, 1.01190460701e-14, 188.438995361, 188.438995361, 188.424972534, 188.424972534, 12.2700462341, 12.2700462341, 12.2700462341, 12.2700462341,          -0.5,          -0.5,          -0.5,          -0.5, -9.86654631561e-05, 9.86654631561e-05, 8.32652378082, -2.87755673968e-16, -0.00623751292005, -8.09620401947e-16, -0.0447527728975, 7.67189662882e-16
        0.145, -0.0028034162242, -5.81399072297e-18, 0.999777495861, -1.02862952666e-14, -0.0114294458181, 1.01143585898e-14, 188.434692383, 188.434692383, 188.420623779, 188.420623779, 12.2467031479, 12.2467031479, 12.2467031479, 12.2467031479,          -0.5,          -0.5,          -0.5,          -0.5, -7.77954701334e-05, 7.77954701334e-05, 8.32634830475, -2.91131894356e-16, -0.00625703623518, -8.60666471936e-16, -0.0448111519217, 8.18677989949e-16
