Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
        0.275, -0.00579258147627, 0.000459773727925, 0.999845683575, 0.00945670995861, -0.0117991231382, 0.0220701638609, 313.966278076, 313.977081299, 313.921630859, 313.932159424,  21.506860733,  21.506860733,  21.506860733,  21.506860733,          -0.5,          -0.5,          -0.5,          -0.5, 0.00607523461804, 0.00178477948066,   13.86805439, -0.000188834601431, -0.0112632326782, 0.00271851033904, -0.0489080697298, 0.00434827525169
          0.3, -0.00568454060704, 0.000449533166829, 0.999832987785, 0.00826699566096, -0.0132513511926, 0.0206487793475, 313.933135986,  313.94329834, 313.887756348, 313.897644043, 21.7113342285, 21.7113342285, 21.7113342285, 21.7113342285,          -0.5,          -0.5,          -0.5,          -0.5, 0.00547847291455, 0.000861313368659, 13.8664369583, -0.000218837463763, -0.0113783124834, 0.00294040585868, -0.0492223463953, 0.00488336430863
        0.325, -0.00554627506062, 0.00043817027472, 0.999818563461, 0.00675716716796, -0.0140499444678, 0.0187802035362, 313.901245117, 313.910675049, 313.855072021, 313.864135742, 21.9675807953, 21.9675807953, 21.9675807953, 21.9675807953,          -0.5,          -0.5,          -0.5,          -0.5, 0.00506431935355, 0.000125891412608, 13.8648481369, -0.000242578229518, -0.0115040177479, 0.00312827550806, -0.0495650693774, 0.00537691032514
         0.35, -0.00538923125714, 0.000426663522376, 0.999815940857, 0.0050728903152, -0.0142909856513, 0.0166774243116, 313.870819092, 313.878967285, 313.823547363, 313.831604004, 22.2597007751, 22.2597007751, 22.2597007751, 22.2597007751,          -0.5,          -0.5,          -0.5,          -0.5, 0.00466238567606, -0.00059152423637, 13.8632946014, -0.000257518258877, -0.0116349365562, 0.00327605055645, -0.0499201901257, 0.00582043454051
        0.375, -0.00522050261497, 0.000404991413234, 0.999826312065, 0.00323905795813, -0.0143129918724, 0.0144348563626, 313.841644287, 313.848388672, 313.793151855, 313.800201416,  22.575963974,  22.575963974,  22.575963974,  22.575963974,          -0.5,          -0.5,          -0.5,          -0.5, 0.00414884183556, -0.00141019118018,  13.861779213, -0.000263755471678, -0.0117654548958, 0.00337996403687, -0.0502778664231, 0.00620960863307
          0.4, -0.00504397973418, 0.000372950336896, 0.999844312668, 0.00123091752175, -0.0143978651613, 0.0120486663654,  313.81362915, 313.819061279, 313.763946533, 313.769927979, 22.9080505371, 22.9080505371, 22.9080505371, 22.9080505371,          -0.5,          -0.5,          -0.5,          -0.5, 0.00361294299364, -0.00223738723435, 13.8603048325, -0.000263013964286, -0.0118925757706, 0.00343589205295, -0.050636459142, 0.00654092151672
        0.425, -0.00486185541376, 0.000336371129379, 0.999863803387, -0.000902856234461, -0.0146524999291, 0.0095538655296, 313.786743164, 313.790863037, 313.735931396, 313.740783691,  23.250169754,  23.250169754,  23.250169754,  23.250169754,          -0.5,          -0.5,          -0.5,          -0.5, 0.00312602054328, -0.00300131365657, 13.8588724136, -0.000256092578638, -0.0120159937069, 0.00343992258422, -0.050999250263, 0.00681108282879
         0.45, -0.00467576552182, 0.000296184094623, 0.999879956245, -0.00307975849137, -0.0150377284735, 0.00701999478042, 313.761047363,  313.76373291, 313.709014893, 313.712738037, 23.5983104706, 23.5983104706, 23.5983104706, 23.5983104706,          -0.5,          -0.5,          -0.5,          -0.5, 0.00264884787612, -0.00374308577739, 13.8574848175, -0.000243180373218, -0.0121368430555, 0.00338998599909, -0.0513702109456, 0.00701825832948
        0.475, -0.00448730122298, 0.000250401411904, 0.999888539314, -0.00529388198629, -0.0154969738796, 0.00448682531714, 313.736419678, 313.737640381, 313.683105469,  313.68572998, 23.9497184753, 23.9497184753, 23.9497184753, 23.9497184753,          -0.5,          -0.5,          -0.5,          -0.5, 0.00214638980106, -0.00450045289472, 13.8561401367, -0.000225143929129, -0.0122573720291, 0.00328522734344, -0.0517518222332, 0.00716206803918
          0.5, -0.00429742923006, 0.0001996132778, 0.999893307686, -0.00751364091411, -0.0159619059414, 0.00195144466124, 313.712799072, 313.712585449, 313.658294678, 313.659790039, 24.3025093079, 24.3025093079, 24.3025093079, 24.3025093079,          -0.5,          -0.5,          -0.5,          -0.5, 0.00163949478883, -0.00525486189872, 13.8548412323, -0.000203051429708, -0.0123790167272, 0.00312506896444, -0.0521450936794, 0.00724252825603
        0.525, -0.00410719029605, 0.00014530106273, 0.999895393848, -0.00971900857985, -0.0164093580097, -0.000579557614401, 313.690185547, 313.688568115, 313.634521484, 313.634887695, 24.6554012299, 24.6554012299, 24.6554012299, 24.6554012299,          -0.5,          -0.5,          -0.5,          -0.5, 0.00114757975098, -0.00598829751834, 13.8535871506, -0.000177737194463, -0.0125026777387, 0.00290956092067, -0.0525497831404, 0.00725963152945
         0.55, -0.00391703564674, 8.80934821907e-05, 0.999899804592, -0.0118521461263, -0.0168226137757, -0.00309308967553, 313.668548584, 313.665527344, 313.611724854, 313.610992432, 25.0075340271, 25.0075340271, 25.0075340271, 25.0075340271,          -0.5,          -0.5,          -0.5,          -0.5, 0.000660334189888, -0.00671168090776, 13.8523778915, -0.000149785060785, -0.0126282135025, 0.00263975164853, -0.0529652796686, 0.00721365818754
        0.575, -0.00372732826509, 2.74888716376e-05, 0.999907672405, -0.0138641810045, -0.0171776581556, -0.00558618828654, 313.647888184, 313.643463135, 313.589935303,  313.58807373, 25.3583164215, 25.3583164215, 25.3583164215, 25.3583164215,          -0.5,          -0.5,          -0.5,          -0.5, 0.000166352707311, -0.00743657443672, 13.8512125015, -0.000119860073028, -0.0127545520663, 0.00231811194681, -0.053390417248, 0.00710511114448
